ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
235627_at	6.31e-01	4.02e-01	-0.849719	-6.0270464	-0.1574903	PFN4	profilin family member 4
229573_at	6.32e-01	4.02e-01	-0.849468	-6.0272552	-0.1188859	USP9X	ubiquitin specific peptidase 9, X-linked
241592_at	6.32e-01	4.02e-01	0.849123	-6.0275418	0.1421807		
231047_at	6.32e-01	4.02e-01	0.849078	-6.0275799	0.150121		
226461_at	6.32e-01	4.02e-01	-0.849028	-6.0276212	-0.114629	HOXB9	homeobox B9
223746_at	6.32e-01	4.02e-01	0.848973	-6.0276674	0.2924034	STK4	serine/threonine kinase 4
229947_at	6.32e-01	4.03e-01	0.848871	-6.027752	0.3326711	PI15	peptidase inhibitor 15
232918_at	6.32e-01	4.03e-01	-0.848749	-6.0278531	-0.3403306	MIR4435-2HG	MIR4435-2 host gene
230151_at	6.32e-01	4.03e-01	0.848741	-6.0278602	0.1186379	SPRYD7	SPRY domain containing 7
231074_at	6.32e-01	4.03e-01	0.848553	-6.0280169	0.308687		
237850_at	6.32e-01	4.03e-01	0.848485	-6.0280726	0.4384006		
229791_at	6.32e-01	4.03e-01	-0.848469	-6.0280867	-0.3300181	LPCAT2	lysophosphatidylcholine acyltransferase 2
232118_at	6.32e-01	4.03e-01	-0.84843	-6.0281189	-0.1556489		
233702_x_at	6.32e-01	4.03e-01	0.848225	-6.0282892	0.1746207		
229556_at	6.32e-01	4.03e-01	-0.848119	-6.028377	-0.2218388	LOC100288893	uncharacterized LOC100288893
241327_at	6.32e-01	4.03e-01	0.847877	-6.0285782	0.2421243	LINC01339	long intergenic non-protein coding RNA 1339
234625_at	6.32e-01	4.03e-01	-0.84779	-6.028651	-0.2407601		
226240_at	6.33e-01	4.03e-01	-0.847597	-6.0288114	-0.1028949	TADA2B	transcriptional adaptor 2B
239579_at	6.33e-01	4.03e-01	-0.847485	-6.0289043	-0.3916315	EPHX4	epoxide hydrolase 4
236254_at	6.33e-01	4.03e-01	0.847477	-6.0289111	0.3898146	VPS13B	vacuolar protein sorting 13 homolog B
241596_at	6.33e-01	4.03e-01	-0.847411	-6.0289656	-0.137356	NUDT10	nudix hydrolase 10
227960_s_at	6.33e-01	4.04e-01	-0.847036	-6.0292771	-0.1793042	FAHD1	fumarylacetoacetate hydrolase domain containing 1
236654_s_at	6.33e-01	4.04e-01	-0.846846	-6.0294349	-0.3766484		
237554_at	6.33e-01	4.04e-01	-0.846747	-6.0295173	-0.3057576		
234263_at	6.33e-01	4.04e-01	0.846574	-6.0296607	0.2948043		
229679_at	6.33e-01	4.04e-01	0.846308	-6.0298817	0.2888432	LOC101060443///C12orf76	uncharacterized LOC101060443///chromosome 12 open reading frame 76
232908_at	6.33e-01	4.04e-01	0.846275	-6.0299083	0.3162944	ATAD2B	ATPase family, AAA domain containing 2B
227865_at	6.33e-01	4.04e-01	-0.846191	-6.0299782	-0.3157287	IDNK	IDNK, gluconokinase
234641_at	6.33e-01	4.04e-01	-0.846151	-6.0300113	-0.3704656		
223286_at	6.33e-01	4.04e-01	-0.846079	-6.0300716	-0.1224419	ELP5	elongator acetyltransferase complex subunit 5
244638_at	6.33e-01	4.04e-01	0.84596	-6.0301698	0.3440799	SUCLG1	succinate-CoA ligase alpha subunit
234635_at	6.34e-01	4.04e-01	-0.845679	-6.0304028	-0.3302161	KRTAP4-1	keratin associated protein 4-1
224023_s_at	6.34e-01	4.04e-01	-0.845645	-6.0304312	-0.2325518	BRK1	BRICK1, SCAR/WAVE actin nucleating complex subunit
228726_at	6.34e-01	4.04e-01	0.845574	-6.0304898	0.2975639	SERPINB1	serpin family B member 1
226415_at	6.34e-01	4.04e-01	-0.845544	-6.030515	-0.334229	VAT1L	vesicle amine transport 1 like
224321_at	6.34e-01	4.04e-01	-0.845511	-6.030542	-0.4568496	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2
237896_at	6.34e-01	4.04e-01	-0.845404	-6.0306312	-0.1437679	NODAL	nodal growth differentiation factor
238989_at	6.34e-01	4.05e-01	0.845266	-6.0307453	0.1347568	C1GALT1C1	C1GALT1 specific chaperone 1
241308_at	6.34e-01	4.05e-01	-0.845223	-6.0307813	-0.3434549	LINC01255	long intergenic non-protein coding RNA 1255
224559_at	6.34e-01	4.05e-01	0.845137	-6.0308521	0.5547017	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
240081_at	6.34e-01	4.05e-01	0.845092	-6.030889	0.3285553		
243583_at	6.34e-01	4.05e-01	0.844792	-6.0311383	0.2211985		
228830_s_at	6.34e-01	4.05e-01	-0.844739	-6.0311822	-0.1111993	ATF7	activating transcription factor 7
244099_at	6.34e-01	4.05e-01	-0.844701	-6.0312134	-0.1698619	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2
223834_at	6.34e-01	4.05e-01	-0.844652	-6.0312538	-0.1594376	CD274	CD274 molecule
228019_s_at	6.34e-01	4.05e-01	-0.844559	-6.0313307	-0.1310863	MRPS18C	mitochondrial ribosomal protein S18C
223639_s_at	6.34e-01	4.05e-01	-0.844491	-6.0313872	-0.2050958	ZNRD1	zinc ribbon domain containing 1
243219_x_at	6.34e-01	4.05e-01	0.844397	-6.0314652	0.3263721	MRPL50	mitochondrial ribosomal protein L50
243727_at	6.34e-01	4.05e-01	-0.84425	-6.0315867	-0.2855322	CPNE8	copine 8
222793_at	6.34e-01	4.05e-01	0.844148	-6.0316712	0.1160003	DDX58	DEXD/H-box helicase 58
242301_at	6.34e-01	4.05e-01	0.844079	-6.031728	0.3367071	CBLN2	cerebellin 2 precursor
244018_at	6.34e-01	4.05e-01	-0.84404	-6.0317608	-0.2328728		
238977_at	6.34e-01	4.05e-01	0.843948	-6.0318367	0.3503879	MCM6	minichromosome maintenance complex component 6
229110_at	6.34e-01	4.05e-01	0.843928	-6.0318528	0.2163437	SLC24A2	solute carrier family 24 member 2
240135_x_at	6.34e-01	4.05e-01	-0.843907	-6.0318705	-0.1550695		
240153_at	6.34e-01	4.05e-01	-0.843903	-6.031874	-0.2249219	ILDR2	immunoglobulin like domain containing receptor 2
236910_at	6.34e-01	4.05e-01	0.843669	-6.0320674	0.4203701	MRPL39	mitochondrial ribosomal protein L39
224997_x_at	6.34e-01	4.05e-01	0.843504	-6.0322038	0.2522984	MIR675///H19	microRNA 675///H19, imprinted maternally expressed transcript (non-protein coding)
242958_x_at	6.35e-01	4.06e-01	-0.843103	-6.0325356	-0.4755745		
231410_at	6.35e-01	4.06e-01	0.842679	-6.0328857	0.4509126		
229232_at	6.35e-01	4.06e-01	-0.842563	-6.0329819	-0.1739517	LRRC57	leucine rich repeat containing 57
222862_s_at	6.35e-01	4.06e-01	-0.842324	-6.0331789	-0.2085954	AK5	adenylate kinase 5
230593_at	6.35e-01	4.06e-01	0.84228	-6.033215	0.3737764	GRIK3	glutamate ionotropic receptor kainate type subunit 3
232286_at	6.35e-01	4.06e-01	0.842237	-6.0332513	0.2160109		
233120_at	6.35e-01	4.06e-01	0.842217	-6.0332677	0.4211103		
235085_at	6.35e-01	4.06e-01	-0.842124	-6.0333442	-0.1698621	SGK223	homolog of rat pragma of Rnd2
243475_at	6.35e-01	4.06e-01	0.841948	-6.0334895	0.1554442	CBL	Cbl proto-oncogene
230245_s_at	6.35e-01	4.06e-01	-0.841928	-6.0335059	-0.2333035	LINC00926	long intergenic non-protein coding RNA 926
237399_at	6.35e-01	4.06e-01	-0.841835	-6.0335827	-0.1885149		
231862_at	6.35e-01	4.06e-01	0.841738	-6.033663	0.2145017	CBX5	chromobox 5
242149_at	6.35e-01	4.06e-01	-0.841684	-6.0337075	-0.2046034	FAM210A	family with sequence similarity 210 member A
230583_s_at	6.35e-01	4.06e-01	-0.841677	-6.0337135	-0.3291238	LOC100287728///ZNF75D	uncharacterized LOC100287728///zinc finger protein 75D
230677_at	6.35e-01	4.07e-01	-0.841645	-6.03374	-0.207382	EXOC3L4	exocyst complex component 3 like 4
229144_at	6.35e-01	4.07e-01	0.84154	-6.0338263	0.1554666	KAZN	kazrin, periplakin interacting protein
224304_x_at	6.35e-01	4.07e-01	0.8413	-6.0340244	0.1932356	NIN	ninein
242646_at	6.36e-01	4.07e-01	0.841131	-6.034164	0.1443936		
226766_at	6.36e-01	4.07e-01	-0.841075	-6.0342099	-0.3987886	ROBO2	roundabout guidance receptor 2
230754_at	6.36e-01	4.07e-01	0.841009	-6.0342639	0.2594545	ZBTB38	zinc finger and BTB domain containing 38
242898_at	6.36e-01	4.07e-01	-0.840942	-6.0343192	-0.2741905	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
228606_at	6.36e-01	4.07e-01	0.840867	-6.0343814	0.1186733	TCTEX1D2	Tctex1 domain containing 2
244821_at	6.36e-01	4.07e-01	-0.840862	-6.0343853	-0.451471		
231305_at	6.36e-01	4.07e-01	0.840727	-6.0344967	0.19837	LOC100507520	uncharacterized LOC100507520
229625_at	6.36e-01	4.07e-01	0.84068	-6.0345355	0.3230737	GBP5	guanylate binding protein 5
228506_at	6.36e-01	4.07e-01	0.840549	-6.0346432	0.4425783	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component
229429_x_at	6.36e-01	4.07e-01	0.840424	-6.0347469	0.1896386	LINC00623	long intergenic non-protein coding RNA 623
235185_s_at	6.36e-01	4.07e-01	-0.840348	-6.034809	-0.3563771	FAM231D///LOC388692///LINC00869	family with sequence similarity 231 member D///uncharacterized LOC388692///long intergenic non-protein coding RNA 869
241799_x_at	6.36e-01	4.07e-01	-0.840213	-6.0349207	-0.1571617	LOC102725022	uncharacterized LOC102725022
223179_at	6.36e-01	4.07e-01	0.840196	-6.0349348	0.1122878	YPEL3	yippee like 3
234110_at	6.36e-01	4.07e-01	0.840146	-6.0349761	0.3764564	LOC283075	uncharacterized LOC283075
223895_s_at	6.36e-01	4.07e-01	-0.839931	-6.0351531	-0.2818566	EPN3	epsin 3
224126_at	6.36e-01	4.08e-01	-0.839732	-6.035317	-0.4866062	SLC10A7	solute carrier family 10 member 7
223243_s_at	6.36e-01	4.08e-01	0.839668	-6.0353695	0.1808899	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
223794_at	6.36e-01	4.08e-01	-0.839655	-6.0353804	-0.4104539	ARMC4	armadillo repeat containing 4
233375_at	6.36e-01	4.08e-01	-0.839641	-6.0353918	-0.1552038	EFCAB2	EF-hand calcium binding domain 2
241395_at	6.36e-01	4.08e-01	-0.839618	-6.0354106	-0.3910313	NIT1	nitrilase 1
225226_at	6.36e-01	4.08e-01	0.839566	-6.0354532	0.0990624	STRIP1	striatin interacting protein 1
240681_at	6.36e-01	4.08e-01	-0.839516	-6.0354948	-0.2048768		
222889_at	6.36e-01	4.08e-01	0.839458	-6.0355421	0.3053484	DCLRE1B	DNA cross-link repair 1B
234962_at	6.36e-01	4.08e-01	-0.839398	-6.0355916	-0.3197597		
241641_at	6.36e-01	4.08e-01	-0.839344	-6.0356364	-0.2915051		
228826_at	6.36e-01	4.08e-01	-0.83932	-6.0356561	-0.1486149	TSPOAP1-AS1	TSPOAP1 antisense RNA 1
230194_at	6.36e-01	4.08e-01	-0.838998	-6.0359206	-0.1694531	LRPPRC	leucine rich pentatricopeptide repeat containing
235446_at	6.36e-01	4.08e-01	0.838958	-6.035954	0.2318134	XIST	X inactive specific transcript (non-protein coding)
240895_at	6.36e-01	4.08e-01	-0.838934	-6.0359735	-0.144523		
233812_at	6.36e-01	4.08e-01	-0.83893	-6.0359764	-0.2587277	LINC00028	long intergenic non-protein coding RNA 28
232285_at	6.36e-01	4.08e-01	-0.838683	-6.0361798	-0.2195321		
233099_at	6.36e-01	4.08e-01	0.838607	-6.0362427	0.2577328		
234657_at	6.36e-01	4.08e-01	-0.838576	-6.0362682	-0.3988254		
227110_at	6.36e-01	4.08e-01	0.83854	-6.0362979	0.1511166	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
225306_s_at	6.36e-01	4.08e-01	0.838526	-6.0363088	0.2355585	SLC25A29	solute carrier family 25 member 29
233806_at	6.36e-01	4.08e-01	-0.838525	-6.03631	-0.1534771		
230391_at	6.36e-01	4.08e-01	0.838444	-6.0363762	0.2641702	CD84	CD84 molecule
244093_at	6.36e-01	4.08e-01	0.838343	-6.0364598	0.1487652		
224394_at	6.37e-01	4.09e-01	-0.838002	-6.03674	-0.2748766	RNF7	ring finger protein 7
236678_at	6.37e-01	4.09e-01	-0.837998	-6.0367433	-0.3852185		
231592_at	6.37e-01	4.09e-01	0.837467	-6.0371797	0.332447	TSIX	TSIX transcript, XIST antisense RNA
232827_at	6.37e-01	4.09e-01	-0.837463	-6.0371828	-0.3428194	LOC101929188	uncharacterized LOC101929188
235745_at	6.37e-01	4.09e-01	0.837456	-6.0371888	0.1407919	ERN1	endoplasmic reticulum to nucleus signaling 1
241006_at	6.37e-01	4.09e-01	-0.837414	-6.0372228	-0.3373422		
229070_at	6.37e-01	4.09e-01	0.837386	-6.0372463	0.3448186	ADTRP	androgen dependent TFPI regulating protein
233956_at	6.37e-01	4.09e-01	0.837253	-6.0373552	0.1735393		
231115_at	6.37e-01	4.09e-01	0.837133	-6.0374534	0.3042556	POLH	DNA polymerase eta
229597_s_at	6.37e-01	4.09e-01	-0.837099	-6.0374812	-0.2895681	WDFY4	WDFY family member 4
236460_at	6.37e-01	4.09e-01	0.83699	-6.0375714	0.2276487		
240454_at	6.37e-01	4.09e-01	-0.836984	-6.0375757	-0.1446818		
238207_at	6.37e-01	4.09e-01	0.8368	-6.0377273	0.2228389	SMIM4	small integral membrane protein 4
235657_at	6.37e-01	4.09e-01	-0.836734	-6.037781	-0.2633876		
241771_at	6.37e-01	4.09e-01	-0.836649	-6.0378511	-0.1425237	RIMBP2	RIMS binding protein 2
225438_at	6.37e-01	4.09e-01	0.836502	-6.0379713	0.3988529	NUDCD1	NudC domain containing 1
227266_s_at	6.37e-01	4.09e-01	-0.836428	-6.0380323	-0.184352	FYB	FYN binding protein
230704_s_at	6.37e-01	4.09e-01	0.836416	-6.0380422	0.1966122	ITGB4	integrin subunit beta 4
241646_s_at	6.37e-01	4.09e-01	-0.836355	-6.0380919	-0.1655631		
234567_at	6.37e-01	4.09e-01	-0.836351	-6.0380955	-0.3173411		
236255_at	6.37e-01	4.09e-01	-0.836238	-6.0381885	-0.2285171	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
230692_at	6.37e-01	4.10e-01	-0.836201	-6.0382185	-0.4666514	LOC157503///XKR4	uncharacterized LOC157503///XK related 4
231428_at	6.37e-01	4.10e-01	0.836156	-6.0382551	0.2789892		
227709_at	6.37e-01	4.10e-01	0.836051	-6.0383413	0.30068	TPT1-AS1	TPT1 antisense RNA 1
230153_at	6.38e-01	4.10e-01	-0.835608	-6.038705	-0.2104716	NEK9	NIMA related kinase 9
230306_at	6.38e-01	4.10e-01	0.835434	-6.0388469	0.2614942	VPS26B	VPS26, retromer complex component B
225253_s_at	6.38e-01	4.10e-01	-0.835397	-6.0388778	-0.1882677	METTL2A///METTL2B	methyltransferase like 2A///methyltransferase like 2B
242243_at	6.38e-01	4.10e-01	0.835308	-6.0389507	0.4015603	TMF1	TATA element modulatory factor 1
240365_at	6.38e-01	4.10e-01	-0.835235	-6.0390104	-0.352133	MIR924HG	MIR924 host gene
244872_at	6.38e-01	4.10e-01	0.835059	-6.0391543	0.2449678	RBBP4	RB binding protein 4, chromatin remodeling factor
231344_at	6.38e-01	4.10e-01	-0.834821	-6.0393495	-0.192813		
223642_at	6.38e-01	4.10e-01	0.83477	-6.0393908	0.3189611	ZIC2	Zic family member 2
222515_x_at	6.38e-01	4.10e-01	-0.83465	-6.0394896	-0.1816971	TMEM165	transmembrane protein 165
230580_at	6.38e-01	4.10e-01	-0.834466	-6.0396405	-0.4093593		
239565_at	6.38e-01	4.11e-01	0.834324	-6.0397564	0.2414766	DLG5-AS1	DLG5 antisense RNA 1
230916_at	6.38e-01	4.11e-01	-0.834286	-6.0397878	-0.1472063	NODAL	nodal growth differentiation factor
232478_at	6.38e-01	4.11e-01	-0.834164	-6.0398868	-0.1281861	MIR181A2HG	MIR181A2 host gene
244559_at	6.38e-01	4.11e-01	-0.834005	-6.0400172	-0.3744648		
241179_at	6.39e-01	4.11e-01	0.833762	-6.0402164	0.2689421		
232402_at	6.39e-01	4.11e-01	0.833648	-6.0403091	0.1891305		
227807_at	6.39e-01	4.11e-01	0.833496	-6.0404336	0.1459517	PARP9	poly(ADP-ribose) polymerase family member 9
228103_s_at	6.39e-01	4.11e-01	0.833366	-6.0405397	0.2656221		
242720_at	6.39e-01	4.11e-01	-0.833321	-6.0405766	-0.2268387	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4
234905_at	6.39e-01	4.11e-01	-0.833299	-6.0405948	-0.2246045	DKFZP434H168	uncharacterized LOC26077
236169_at	6.39e-01	4.11e-01	-0.833208	-6.0406689	-0.3942527		
225028_at	6.39e-01	4.11e-01	0.833123	-6.0407389	0.2199437	LINC01420	long intergenic non-protein coding RNA 1420
225029_at	6.39e-01	4.11e-01	0.833039	-6.0408071	0.1907946	LINC01420	long intergenic non-protein coding RNA 1420
228412_at	6.39e-01	4.11e-01	-0.832929	-6.0408974	-0.1745219	LOC643072	uncharacterized LOC643072
235155_at	6.39e-01	4.11e-01	0.83289	-6.0409288	0.263617	BDH2	3-hydroxybutyrate dehydrogenase, type 2
229998_x_at	6.39e-01	4.11e-01	0.832762	-6.0410339	0.1776294	EVA1B	eva-1 homolog B
235595_at	6.39e-01	4.12e-01	-0.832467	-6.0412741	-0.1560414	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
233657_at	6.39e-01	4.12e-01	-0.832415	-6.0413167	-0.1457518	OPN5	opsin 5
235899_at	6.39e-01	4.12e-01	0.832312	-6.0414008	0.2161847	LOC100507258///CA13	uncharacterized LOC100507258///carbonic anhydrase 13
242746_at	6.39e-01	4.12e-01	-0.832285	-6.0414234	-0.3555955	KLHDC10	kelch domain containing 10
237466_s_at	6.39e-01	4.12e-01	-0.832265	-6.0414394	-0.2216364	HHIP	hedgehog interacting protein
236507_at	6.39e-01	4.12e-01	-0.832044	-6.0416201	-0.159751	ZDHHC3	zinc finger DHHC-type containing 3
232530_at	6.39e-01	4.12e-01	-0.831841	-6.0417852	-0.3469433	PLD1	phospholipase D1
237403_at	6.39e-01	4.12e-01	0.831742	-6.0418659	0.1069458	GFI1B	growth factor independent 1B transcriptional repressor
231627_at	6.39e-01	4.12e-01	-0.831736	-6.0418715	-0.3252678	LINC00919	long intergenic non-protein coding RNA 919
226474_at	6.39e-01	4.12e-01	0.831716	-6.0418872	0.1376396	NLRC5	NLR family CARD domain containing 5
224186_s_at	6.39e-01	4.12e-01	-0.831605	-6.0419777	-0.158526	RNF123	ring finger protein 123
236242_at	6.39e-01	4.12e-01	0.831582	-6.0419965	0.3082012		
200001_at	6.39e-01	4.12e-01	0.831579	-6.0419995	0.1723208	CAPNS1	calpain small subunit 1
243092_at	6.40e-01	4.12e-01	0.831246	-6.0422705	0.2405344	PAN3-AS1	PAN3 antisense RNA 1
236156_at	6.40e-01	4.12e-01	-0.831162	-6.0423397	-0.2041574	LOC101926887///LIPA	uncharacterized LOC101926887///lipase A, lysosomal acid type
230222_at	6.40e-01	4.12e-01	-0.831103	-6.0423872	-0.3331029		
244132_x_at	6.40e-01	4.13e-01	0.83078	-6.0426508	0.1434975	ZNF518A	zinc finger protein 518A
244520_at	6.40e-01	4.13e-01	0.830581	-6.0428134	0.1467484		
226866_at	6.40e-01	4.13e-01	0.830579	-6.0428143	0.1026743	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1
232804_at	6.40e-01	4.13e-01	-0.830524	-6.0428593	-0.3443351	LINC01426	long intergenic non-protein coding RNA 1426
230298_at	6.40e-01	4.13e-01	0.830503	-6.0428769	0.2341269	MBLAC2	metallo-beta-lactamase domain containing 2
226094_at	6.40e-01	4.13e-01	0.83019	-6.0431318	0.2888869	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
244706_at	6.40e-01	4.13e-01	-0.829989	-6.0432956	-0.3693999	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
227504_s_at	6.41e-01	4.13e-01	-0.829608	-6.0436054	-0.1476954	MED28	mediator complex subunit 28
231296_at	6.41e-01	4.13e-01	0.829564	-6.0436412	0.2726337		
240523_at	6.41e-01	4.13e-01	0.829519	-6.0436778	0.4180589	DPH6-AS1	DPH6 antisense RNA 1 (head to head)
233733_at	6.41e-01	4.13e-01	0.829492	-6.0436999	0.1357282		
224116_at	6.41e-01	4.13e-01	-0.829365	-6.0438036	-0.3058157		
236978_at	6.41e-01	4.13e-01	0.829229	-6.0439137	0.3062724		
229860_x_at	6.41e-01	4.14e-01	0.828935	-6.0441533	0.2481204	C4orf48	chromosome 4 open reading frame 48
229099_at	6.41e-01	4.14e-01	-0.828831	-6.0442376	-0.1572313	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3
232212_at	6.41e-01	4.14e-01	-0.828651	-6.0443837	-0.2766658	PLEKHA8	pleckstrin homology domain containing A8
200048_s_at	6.41e-01	4.14e-01	-0.828588	-6.0444349	-0.112817	JTB	jumping translocation breakpoint
228190_at	6.41e-01	4.14e-01	0.828498	-6.0445085	0.2978628	ATG4C	autophagy related 4C cysteine peptidase
224257_s_at	6.42e-01	4.14e-01	-0.827978	-6.0449314	-0.3944925	PBOV1	prostate and breast cancer overexpressed 1
233303_at	6.42e-01	4.14e-01	-0.827947	-6.0449565	-0.1227767		
230616_at	6.42e-01	4.14e-01	0.827697	-6.0451592	0.1296817	LAMB2P1	laminin subunit beta 2 pseudogene 1
224821_at	6.42e-01	4.14e-01	-0.827643	-6.0452034	-0.1312453	ABHD14B	abhydrolase domain containing 14B
236854_at	6.42e-01	4.14e-01	-0.827541	-6.0452859	-0.2908833	LINC00494	long intergenic non-protein coding RNA 494
227492_at	6.42e-01	4.14e-01	0.827328	-6.0454586	0.2367938	OCLN	occludin
233598_at	6.42e-01	4.14e-01	-0.827283	-6.0454957	-0.2720222	C20orf187	chromosome 20 open reading frame 187
238724_at	6.42e-01	4.15e-01	-0.827219	-6.0455475	-0.1714712		
233986_s_at	6.42e-01	4.15e-01	0.827154	-6.0456005	0.2077045	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
238164_at	6.42e-01	4.15e-01	-0.827114	-6.0456327	-0.1872662	USP6NL	USP6 N-terminal like
235845_at	6.42e-01	4.15e-01	-0.827072	-6.0456666	-0.2726424	SP5	Sp5 transcription factor
235224_s_at	6.42e-01	4.15e-01	0.827015	-6.0457132	0.2151287	CAND1	cullin associated and neddylation dissociated 1
227323_at	6.42e-01	4.15e-01	-0.826974	-6.0457467	-0.1359839	COX4I1	cytochrome c oxidase subunit 4I1
230359_at	6.42e-01	4.15e-01	0.826875	-6.045827	0.2642033	KNDC1	kinase non-catalytic C-lobe domain containing 1
223206_s_at	6.42e-01	4.15e-01	-0.826851	-6.0458462	-0.3342263	NMRAL1	NmrA like redox sensor 1
230075_at	6.42e-01	4.15e-01	-0.826757	-6.045922	-0.332846	RAB39B	RAB39B, member RAS oncogene family
200096_s_at	6.42e-01	4.15e-01	0.826754	-6.0459249	0.1316	ATP6V0E1	ATPase H+ transporting V0 subunit e1
234925_at	6.42e-01	4.15e-01	0.826666	-6.0459958	0.2635393	LINC00917	long intergenic non-protein coding RNA 917
237026_at	6.42e-01	4.15e-01	-0.826273	-6.0463152	-0.2245437		
233009_at	6.43e-01	4.16e-01	-0.825391	-6.04703	-0.2347792		
232714_at	6.43e-01	4.16e-01	-0.825357	-6.0470571	-0.1496869	TP53TG5	TP53 target 5
222925_at	6.43e-01	4.16e-01	0.825321	-6.0470867	0.3448974	DCDC2	doublecortin domain containing 2
240630_at	6.43e-01	4.16e-01	-0.825277	-6.0471222	-0.206812		
238626_at	6.43e-01	4.16e-01	0.825267	-6.0471306	0.3349811	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
223937_at	6.43e-01	4.16e-01	-0.825253	-6.0471413	-0.2069655	FOXP1	forkhead box P1
232263_at	6.43e-01	4.16e-01	0.825089	-6.0472742	0.3422241	SLC6A15	solute carrier family 6 member 15
230344_x_at	6.43e-01	4.16e-01	0.824892	-6.0474336	0.3616754		
234075_at	6.43e-01	4.16e-01	-0.824843	-6.0474736	-0.3697129		
230313_at	6.43e-01	4.16e-01	-0.824827	-6.0474864	-0.2891719		
223856_at	6.43e-01	4.16e-01	-0.824597	-6.0476725	-0.175024	AKR1E2	aldo-keto reductase family 1 member E2
233588_x_at	6.43e-01	4.16e-01	0.824332	-6.0478872	0.1360993	MIR6834///PFDN6	microRNA 6834///prefoldin subunit 6
238067_at	6.43e-01	4.16e-01	-0.824303	-6.0479106	-0.5097801	TBC1D8B	TBC1 domain family member 8B
236445_at	6.43e-01	4.16e-01	0.824294	-6.047918	0.2331927		
223430_at	6.43e-01	4.16e-01	-0.824275	-6.047933	-0.1476258	SIK2	salt inducible kinase 2
244059_at	6.43e-01	4.16e-01	-0.824223	-6.0479749	-0.136632		
229703_at	6.43e-01	4.16e-01	0.824092	-6.0480812	0.2018157	DLG1	discs large MAGUK scaffold protein 1
234022_at	6.43e-01	4.16e-01	0.824089	-6.0480837	0.4163115		
243723_at	6.43e-01	4.16e-01	-0.824076	-6.0480944	-0.2477873		
240019_at	6.43e-01	4.16e-01	0.824058	-6.0481087	0.2428047		
241776_at	6.43e-01	4.16e-01	0.823898	-6.0482379	0.2091017		
226211_at	6.43e-01	4.16e-01	-0.823894	-6.0482411	-0.1958229	MEG3	maternally expressed 3 (non-protein coding)
222522_x_at	6.43e-01	4.16e-01	-0.823686	-6.0484096	-0.162353	MRPS10	mitochondrial ribosomal protein S10
236589_at	6.43e-01	4.17e-01	-0.823559	-6.0485123	-0.2413136	ZNF701	zinc finger protein 701
232352_at	6.43e-01	4.17e-01	-0.82355	-6.0485198	-0.2363951	ISL2	ISL LIM homeobox 2
